store_id	store_name	city	region
S017012	Retail Assumenda	Tual	East
S017013	Retail Animi	Cimahi	North
S017014	Retail Omnis	Kupang	Central
S017015	Retail Occaecati	Bengkulu	North
S017016	Retail Eius	Sibolga	North
S017017	Retail Voluptatibus	Pematangsiantar	North
S017018	Retail Error	Tegal	Central
S017019	Retail Asperiores	Bau-Bau	North
S017020	Retail Modi	Probolinggo	East
S017021	Retail Dolorem	Bau-Bau	South
S017022	Retail Id	Mataram	South
S017023	Retail Quos	Bontang	Central
S017024	Retail Doloremque	Bitung	East
S017025	Retail Hic	Kediri	West
S017026	Retail Itaque	Cilegon	East
S017027	Retail Illo	Banjarbaru	Central
S017028	Retail Suscipit	Tebingtinggi	South
S017029	Retail Recusandae	Sawahlunto	North
S017030	Retail Deleniti	Bengkulu	South
S017031	Retail Adipisci	Tegal	East
S017032	Retail Delectus	Kotamobagu	North
S017033	Retail Corporis	Balikpapan	South
S017034	Retail Magnam	Serang	Central
S017035	Retail Doloribus	Parepare	East
S017036	Retail Dignissimos	Solok	South
S017037	Retail Sit	Pekalongan	South
S017038	Retail Beatae	Padang	East
S017039	Retail Doloribus	Pontianak	Central
S017040	Retail Perspiciatis	Samarinda	East
S017041	Retail Quibusdam	Tanjungbalai	East
S017042	Retail Asperiores	Semarang	West
S017043	Retail Eveniet	Sabang	East
S017044	Retail Mollitia	Sukabumi	East
S017045	Retail Corporis	Bima	North
S017046	Retail Optio	Sorong	North
S017047	Retail Totam	Bontang	South
S017048	Retail Fuga	Meulaboh	West
S017049	Retail Similique	Tasikmalaya	Central
S017050	Retail Incidunt	Madiun	South
S017051	Retail Beatae	Pariaman	Central
S017052	Retail Maiores	Medan	South
S017053	Retail Quaerat	Tanjungbalai	North
S017054	Retail Perferendis	Sawahlunto	North
S017055	Retail Sed	Pematangsiantar	Central
S017056	Retail Accusamus	Langsa	West
S017057	Retail Magnam	Meulaboh	East
S017058	Retail Officiis	Mojokerto	South
S017059	Retail Molestias	Medan	West
S017060	Retail Sint	Pariaman	North
S017061	Retail Optio	Probolinggo	West
S017062	Retail Delectus	Blitar	South
S017063	Retail Quasi	Ambon	East
S017064	Retail Officia	Surakarta	South
S017065	Retail Iusto	Bontang	West
S017066	Retail Doloribus	Subulussalam	South
S017067	Retail Iure	Cimahi	North
S017068	Retail Ratione	Bandung	Central
S017069	Retail Dolore	Sorong	South
S017070	Retail Magnam	Bima	East
S017071	Retail Necessitatibus	Salatiga	Central
S017072	Retail Consequuntur	Pekalongan	West
S017073	Retail Temporibus	Sibolga	West
S017074	Retail Nisi	Sungai Penuh	Central
S017075	Retail Eos	Banjarmasin	East
S017076	Retail Sapiente	Langsa	Central
S017077	Retail Eos	Tegal	Central
S017078	Retail Culpa	Palopo	East
S017079	Retail Omnis	Tasikmalaya	Central
S017080	Retail Exercitationem	Langsa	West
S017081	Retail Laudantium	Tangerang	East
S017082	Retail Similique	Purwokerto	West
S017083	Retail Quaerat	Banjarmasin	South
S017084	Retail Ex	Dumai	East
S017085	Retail Earum	Salatiga	South
S017086	Retail Dicta	Jambi	West
S017087	Retail Officia	Sawahlunto	Central
S017088	Retail Quas	Solok	North
S017089	Retail Earum	Serang	North
S017090	Retail Blanditiis	Padang	Central
S017091	Retail Vitae	Kediri	South
S017092	Retail Dicta	Kota Administrasi Jakarta Barat	East
S017093	Retail Possimus	Tegal	Central
S017094	Retail Reiciendis	Bengkulu	East
S017095	Retail Pariatur	Sawahlunto	West
S017096	Retail Sequi	Samarinda	North
S017097	Retail Deleniti	Kota Administrasi Jakarta Pusat	West
S017098	Retail Laborum	Pagaralam	North
S017099	Retail Suscipit	Pangkalpinang	Central
S017100	Retail Aliquid	Palopo	Central
S017101	Retail Error	Pariaman	Central
S017102	Retail Neque	Jayapura	South
S017103	Retail Blanditiis	Pariaman	South
S017104	Retail Cupiditate	Malang	West
S017105	Retail Ea	Sabang	Central
S017106	Retail Eaque	Malang	North
S017107	Retail Itaque	Pasuruan	Central
S017108	Retail Incidunt	Malang	Central
S017109	Retail Officiis	Probolinggo	Central
S017110	Retail Excepturi	Mojokerto	North
S017111	Retail Officia	Malang	South
S017112	Retail Aut	Bukittinggi	West
S017113	Retail Laborum	Payakumbuh	West
S017114	Retail Fuga	Subulussalam	Central
S017115	Retail Similique	Ternate	South
S017116	Retail Officia	Bima	East
S017117	Retail Magnam	Kota Administrasi Jakarta Selatan	West
S017118	Retail Quis	Sabang	North
S017119	Retail Rerum	Magelang	North
S017120	Retail Voluptatibus	Kota Administrasi Jakarta Barat	North
S017121	Retail Eum	Prabumulih	Central
S017122	Retail Quos	Cilegon	North
S017123	Retail Iusto	Metro	East
S017124	Retail Nihil	Semarang	Central
S017125	Retail Ut	Semarang	North
S017126	Retail Nostrum	Tanjungbalai	Central
S017127	Retail Officia	Bekasi	West
S017128	Retail Amet	Tegal	East
S017129	Retail Repellat	Surakarta	Central
S017130	Retail Illo	Bandung	North
S017131	Retail Nobis	Sawahlunto	North
S017132	Retail Dolore	Singkawang	Central
S017133	Retail Incidunt	Binjai	North
S017134	Retail Aperiam	Pontianak	Central
S017135	Retail Reiciendis	Bau-Bau	West
S017136	Retail Est	Kendari	East
S017137	Retail Provident	Tebingtinggi	East
S017138	Retail Consectetur	Sabang	South
S017139	Retail Maxime	Bogor	North
S017140	Retail Voluptatum	Sungai Penuh	Central
S017141	Retail Repudiandae	Bogor	Central
S017142	Retail Nesciunt	Tidore Kepulauan	South
S017143	Retail Quasi	Ternate	South
S017144	Retail Asperiores	Kendari	Central
S017145	Retail Tempora	Kupang	Central
S017146	Retail Dicta	Bontang	West
S017147	Retail Magnam	Tangerang	Central
S017148	Retail Quod	Tebingtinggi	Central
S017149	Retail Reprehenderit	Semarang	East
S017150	Retail Enim	Palopo	East
S017151	Retail Nulla	Mojokerto	East
S017152	Retail Ipsum	Parepare	Central
S017153	Retail Similique	Manado	South
S017154	Retail Quasi	Meulaboh	North
S017155	Retail Molestias	Sukabumi	West
S017156	Retail Animi	Banjarmasin	Central
S017157	Retail Laboriosam	Tangerang	North
S017158	Retail Veritatis	Kupang	South
S017159	Retail Natus	Sabang	Central
S017160	Retail Perspiciatis	Salatiga	Central
S017161	Retail Dolore	Mojokerto	South
S017162	Retail Tempore	Tual	North
S017163	Retail Quas	Malang	West
S017164	Retail Necessitatibus	Pematangsiantar	Central
S017165	Retail Facere	Tasikmalaya	Central
S017166	Retail Perspiciatis	Subulussalam	South
S017167	Retail Quisquam	Pariaman	North
S017168	Retail Modi	Cimahi	Central
S017169	Retail Totam	Denpasar	West
S017170	Retail Mollitia	Sorong	Central
S017171	Retail Debitis	Magelang	Central
S017172	Retail Ratione	Surakarta	North
S017173	Retail Veniam	Ternate	East
S017174	Retail At	Bandar Lampung	East
S017175	Retail Explicabo	Palopo	East
S017176	Retail Enim	Meulaboh	North
S017177	Retail Ut	Kendari	South
S017178	Retail Alias	Denpasar	Central
S017179	Retail Ducimus	Lubuklinggau	Central
S017180	Retail Dolorem	Surabaya	Central
S017181	Retail Illum	Batu	South
S017182	Retail Id	Bitung	North
S017183	Retail Quam	Padang	South
S017184	Retail Saepe	Bima	East
S017185	Retail Nobis	Palembang	North
S017186	Retail Voluptatibus	Probolinggo	Central
S017187	Retail Perspiciatis	Bau-Bau	West
S017188	Retail Occaecati	Manado	South
S017189	Retail Voluptatibus	Solok	East
S017190	Retail Ut	Ambon	West
S017191	Retail Explicabo	Samarinda	South
S017192	Retail Dolor	Pematangsiantar	West
S017193	Retail Inventore	Pekanbaru	Central
S017194	Retail Inventore	Padang Sidempuan	Central
S017195	Retail Nam	Pagaralam	North
S017196	Retail Ullam	Subulussalam	South
S017197	Retail Commodi	Medan	South
S017198	Retail Temporibus	Lhokseumawe	North
S017199	Retail Vitae	Mojokerto	Central
S017200	Retail Suscipit	Yogyakarta	South
S017201	Retail Aliquid	Solok	Central
S017202	Retail Dicta	Tegal	East
S017203	Retail Aut	Batam	West
S017204	Retail Voluptatum	Ambon	South
S017205	Retail Ad	Tarakan	Central
S017206	Retail Sint	Magelang	South
S017207	Retail Molestias	Pekanbaru	West
S017208	Retail Placeat	Prabumulih	East
S017209	Retail Amet	Magelang	North
S017210	Retail Aperiam	Binjai	Central
S017211	Retail Tempora	Sibolga	North
S017212	Retail Animi	Prabumulih	Central
S017213	Retail Enim	Yogyakarta	North
S017214	Retail Molestiae	Madiun	West
S017215	Retail Qui	Tanjungbalai	East
S017216	Retail Labore	Bau-Bau	West
S017217	Retail Quaerat	Bitung	South
S017218	Retail Aut	Sawahlunto	North
S017219	Retail Illum	Tebingtinggi	Central
S017220	Retail Nihil	Tarakan	North
S017221	Retail Maiores	Pangkalpinang	West
S017222	Retail Minima	Padangpanjang	West
S017223	Retail Sint	Tangerang Selatan	West
S017224	Retail Temporibus	Banjar	South
S017225	Retail Et	Metro	North
S017226	Retail Nulla	Binjai	North
S017227	Retail Quasi	Dumai	North
S017228	Retail Vitae	Malang	Central
S017229	Retail Voluptatem	Bogor	North
S017230	Retail Quae	Pariaman	South
S017231	Retail Ad	Kota Administrasi Jakarta Barat	Central
S017232	Retail Ipsum	Tangerang Selatan	East
S017233	Retail Dolor	Pagaralam	West
S017234	Retail Tenetur	Prabumulih	North
S017235	Retail Tenetur	Padang Sidempuan	South
S017236	Retail Quisquam	Kota Administrasi Jakarta Selatan	East
S017237	Retail Soluta	Tomohon	West
S017238	Retail Hic	Purwokerto	East
S017239	Retail Iusto	Batam	West
S017240	Retail Natus	Kendari	North
S017241	Retail Alias	Bitung	North
S017242	Retail Saepe	Ambon	Central
S017243	Retail Mollitia	Sukabumi	Central
S017244	Retail Corrupti	Semarang	North
S017245	Retail Quo	Padangpanjang	East
S017246	Retail Sit	Salatiga	Central
S017247	Retail Voluptatem	Kota Administrasi Jakarta Pusat	East
S017248	Retail Consequatur	Purwokerto	West
S017249	Retail Eum	Cilegon	Central
S017250	Retail Corporis	Bitung	North
S017251	Retail Ex	Probolinggo	Central
S017252	Retail Accusamus	Batam	East
S017253	Retail Aliquid	Sawahlunto	West
S017254	Retail Saepe	Tomohon	South
S017255	Retail Et	Denpasar	North
S017256	Retail Doloribus	Cilegon	East
S017257	Retail Est	Kendari	Central
S017258	Retail Ipsa	Tangerang Selatan	Central
S017259	Retail Reprehenderit	Bau-Bau	South
S017260	Retail Unde	Singkawang	East
S017261	Retail Neque	Semarang	West
S017262	Retail Possimus	Tangerang	Central
S017263	Retail Ipsum	Dumai	South
S017264	Retail Inventore	Meulaboh	West
S017265	Retail Ipsa	Tegal	West
S017266	Retail Soluta	Sabang	East
S017267	Retail Nam	Tarakan	South
S017268	Retail Inventore	Bau-Bau	East
S017269	Retail Amet	Salatiga	Central
S017270	Retail Officia	Tidore Kepulauan	Central
S017271	Retail Animi	Kupang	East
S017272	Retail Quaerat	Palopo	North
S017273	Retail Ducimus	Sukabumi	North
S017274	Retail Eius	Kota Administrasi Jakarta Barat	West
S017275	Retail Quisquam	Mojokerto	South
S017276	Retail Ea	Kota Administrasi Jakarta Utara	East
S017277	Retail Voluptatum	Cilegon	Central
S017278	Retail Hic	Singkawang	West
S017279	Retail Excepturi	Pekanbaru	South
S017280	Retail Eveniet	Denpasar	West
S017281	Retail Illo	Sibolga	West
S017282	Retail At	Tasikmalaya	Central
S017283	Retail Atque	Pekalongan	West
S017284	Retail Maiores	Ambon	East
S017285	Retail Ea	Manado	Central
S017286	Retail Ullam	Palopo	West
S017287	Retail Officia	Pekalongan	East
S017288	Retail Magnam	Tangerang	South
S017289	Retail Qui	Jayapura	North
S017290	Retail Accusamus	Singkawang	South
S017291	Retail Tempore	Pematangsiantar	Central
S017292	Retail Perferendis	Palembang	Central
S017293	Retail Dicta	Balikpapan	Central
S017294	Retail Beatae	Batam	West
S017295	Retail Ratione	Kotamobagu	Central
S017296	Retail Rerum	Metro	West
S017297	Retail Vel	Surabaya	East
S017298	Retail Labore	Tidore Kepulauan	West
S017299	Retail Quisquam	Padang	West
S017300	Retail Dolor	Sawahlunto	South
S017301	Retail Voluptas	Langsa	South
S017302	Retail Ab	Tebingtinggi	North
S017303	Retail Consectetur	Blitar	East
S017304	Retail Sint	Madiun	East
S017305	Retail Quas	Tanjungbalai	East
S017306	Retail Magni	Malang	Central
S017307	Retail Exercitationem	Banda Aceh	Central
S017308	Retail Unde	Banjarbaru	North
S017309	Retail Reiciendis	Lhokseumawe	East
S017310	Retail Mollitia	Kota Administrasi Jakarta Timur	Central
S017311	Retail Asperiores	Magelang	East
S017312	Retail Officiis	Kota Administrasi Jakarta Timur	South
S017313	Retail Laboriosam	Sabang	South
S017314	Retail Reprehenderit	Banjarbaru	Central
S017315	Retail Pariatur	Bontang	East
S017316	Retail Sunt	Kota Administrasi Jakarta Pusat	South
S017317	Retail Veniam	Ternate	South
S017318	Retail Quis	Tangerang	Central
S017319	Retail Quis	Probolinggo	North
S017320	Retail Repellat	Pasuruan	Central
S017321	Retail Quasi	Ambon	North
S017322	Retail Sunt	Bogor	West
S017323	Retail Vitae	Sawahlunto	South
S017324	Retail Laudantium	Tual	South
S017325	Retail Nesciunt	Pasuruan	South
S017326	Retail Facilis	Pagaralam	Central
S017327	Retail Reprehenderit	Cirebon	North
S017328	Retail Eos	Lhokseumawe	North
S017329	Retail Corporis	Bekasi	North
S017330	Retail Reprehenderit	Denpasar	North
S017331	Retail Sint	Pontianak	South
S017332	Retail Culpa	Kotamobagu	South
S017333	Retail Alias	Ternate	East
S017334	Retail Cupiditate	Cirebon	Central
S017335	Retail Dignissimos	Tegal	East
S017336	Retail Unde	Pangkalpinang	East
S017337	Retail Odit	Langsa	Central
S017338	Retail Aperiam	Tanjungbalai	West
S017339	Retail Veniam	Bima	East
S017340	Retail Harum	Bekasi	Central
S017341	Retail Quidem	Lubuklinggau	East
S017342	Retail Ducimus	Dumai	North
S017343	Retail Commodi	Batam	South
S017344	Retail Soluta	Tanjungbalai	North
S017345	Retail Doloremque	Padang Sidempuan	East
S017346	Retail Minus	Blitar	West
S017347	Retail Debitis	Sorong	Central
S017348	Retail Id	Madiun	South
S017349	Retail Similique	Madiun	West
S017350	Retail Aspernatur	Pasuruan	East
S017351	Retail Itaque	Ambon	East
S017352	Retail Corrupti	Cirebon	South
S017353	Retail Reiciendis	Probolinggo	North
S017354	Retail Sequi	Tasikmalaya	East
S017355	Retail Tempore	Magelang	West
S017356	Retail Asperiores	Probolinggo	West
S017357	Retail Veniam	Pangkalpinang	Central
S017358	Retail Quae	Mataram	North
S017359	Retail Ipsam	Padang Sidempuan	East
S017360	Retail Nobis	Cilegon	East
S017361	Retail Placeat	Bandung	West
S017362	Retail Aliquid	Mojokerto	West
S017363	Retail At	Cirebon	East
S017364	Retail Expedita	Ternate	Central
S017365	Retail Officia	Mojokerto	South
S017366	Retail Maiores	Pekalongan	Central
S017367	Retail Rerum	Pagaralam	North
S017368	Retail Perferendis	Bau-Bau	North
S017369	Retail Quos	Kota Administrasi Jakarta Pusat	West
S017370	Retail Ut	Pekalongan	Central
S017371	Retail Rem	Manado	North
S017372	Retail Error	Metro	South
S017373	Retail Deleniti	Bengkulu	North
S017374	Retail Aperiam	Pasuruan	North
S017375	Retail Mollitia	Kendari	West
S017376	Retail Veritatis	Tidore Kepulauan	South
S017377	Retail Cumque	Banjarmasin	West
S017378	Retail Dolor	Batu	Central
S017379	Retail Soluta	Balikpapan	North
S017380	Retail Necessitatibus	Metro	East
S017381	Retail Commodi	Bitung	East
S017382	Retail Alias	Blitar	West
S017383	Retail Dolores	Ambon	East
S017384	Retail Cumque	Kediri	North
S017385	Retail Vitae	Subulussalam	West
S017386	Retail Architecto	Kota Administrasi Jakarta Pusat	South
S017387	Retail Odit	Langsa	West
S017388	Retail Quas	Samarinda	West
S017389	Retail Et	Semarang	Central
S017390	Retail Veritatis	Bau-Bau	Central
S017391	Retail Maxime	Pariaman	West
S017392	Retail Consectetur	Solok	East
S017393	Retail Natus	Pematangsiantar	Central
S017394	Retail Neque	Palembang	Central
S017395	Retail Porro	Madiun	South
S017396	Retail Saepe	Depok	East
S017397	Retail Illo	Gorontalo	Central
S017398	Retail Vitae	Padang Sidempuan	West
S017399	Retail Voluptates	Tarakan	East
S017400	Retail Voluptatibus	Manado	East
S017401	Retail Non	Gorontalo	South
S017402	Retail Quidem	Payakumbuh	East
S017403	Retail Tempora	Pangkalpinang	Central
S017404	Retail Alias	Solok	South
S017405	Retail A	Lubuklinggau	North
S017406	Retail Debitis	Bukittinggi	East
S017407	Retail Quidem	Cimahi	Central
S017408	Retail Animi	Sukabumi	Central
S017409	Retail Provident	Kediri	North
S017410	Retail Optio	Gorontalo	North
S017411	Retail Neque	Lhokseumawe	South
S017412	Retail Consectetur	Padang	Central
S017413	Retail Nisi	Kotamobagu	South
S017414	Retail Et	Serang	West
S017415	Retail Porro	Denpasar	North
S017416	Retail Accusantium	Tebingtinggi	West
S017417	Retail Nobis	Tangerang	South
S017418	Retail Repudiandae	Cilegon	North
S017419	Retail Vero	Purwokerto	East
S017420	Retail Optio	Kupang	Central
S017421	Retail Vero	Cilegon	South
S017422	Retail Deleniti	Meulaboh	West
S017423	Retail Ipsum	Banjar	South
S017424	Retail Ad	Pontianak	North
S017425	Retail Ab	Semarang	South
S017426	Retail Incidunt	Pariaman	East
S017427	Retail Est	Cirebon	South
S017428	Retail Molestiae	Payakumbuh	North
S017429	Retail Officia	Batu	South
S017430	Retail Veniam	Solok	East
S017431	Retail Cupiditate	Pontianak	North
S017432	Retail Voluptas	Tegal	South
S017433	Retail Libero	Langsa	West
S017434	Retail Id	Pangkalpinang	West
S017435	Retail Quisquam	Langsa	North
S017436	Retail Reiciendis	Samarinda	Central
S017437	Retail A	Bengkulu	East
S017438	Retail Ea	Samarinda	North
S017439	Retail Dolore	Bogor	North
S017440	Retail Facere	Bengkulu	North
S017441	Retail Fugit	Ambon	West
S017442	Retail Quis	Subulussalam	Central
S017443	Retail Soluta	Cirebon	West
S017444	Retail Quasi	Bitung	South
S017445	Retail Ea	Pekanbaru	Central
S017446	Retail Reiciendis	Tasikmalaya	North
S017447	Retail Sapiente	Bogor	West
S017448	Retail Officiis	Lhokseumawe	East
S017449	Retail Hic	Yogyakarta	South
S017450	Retail Aliquam	Mojokerto	Central
S017451	Retail Ducimus	Gorontalo	South
S017452	Retail Quia	Malang	North
S017453	Retail Debitis	Kotamobagu	Central
S017454	Retail Dicta	Tangerang Selatan	South
S017455	Retail Ad	Pontianak	South
S017456	Retail Velit	Serang	North
S017457	Retail Amet	Pekalongan	Central
S017458	Retail Doloremque	Makassar	East
S017459	Retail Quos	Bekasi	West
S017460	Retail Ipsum	Prabumulih	West
S017461	Retail Quae	Payakumbuh	South
S017462	Retail Perferendis	Bukittinggi	West
S017463	Retail Sed	Medan	West
S017464	Retail Neque	Mataram	North
S017465	Retail Iusto	Metro	Central
S017466	Retail Nam	Probolinggo	Central
S017467	Retail Repellat	Pekalongan	South
S017468	Retail Quod	Tanjungbalai	East
S017469	Retail Autem	Bima	South
S017470	Retail Cupiditate	Padang	West
S017471	Retail Iure	Kota Administrasi Jakarta Barat	Central
S017472	Retail Magni	Bandar Lampung	East
S017473	Retail Est	Banjar	Central
S017474	Retail Aut	Tasikmalaya	Central
S017475	Retail Iure	Bengkulu	East
S017476	Retail Tempore	Padang	East
S017477	Retail Quibusdam	Kendari	Central
S017478	Retail Molestias	Palu	North
S017479	Retail Aspernatur	Palopo	West
S017480	Retail Aperiam	Mojokerto	Central
S017481	Retail Ut	Bengkulu	North
S017482	Retail Ipsam	Sibolga	North
S017483	Retail Natus	Subulussalam	North
S017484	Retail Laboriosam	Bandar Lampung	West
S017485	Retail Dolore	Malang	East
S017486	Retail Placeat	Batam	South
S017487	Retail Magnam	Palangkaraya	East
S017488	Retail Excepturi	Cimahi	West
S017489	Retail Quis	Manado	North
S017490	Retail Exercitationem	Makassar	East
S017491	Retail Saepe	Tual	West
S017492	Retail Similique	Palu	East
S017493	Retail Odit	Gorontalo	North
S017494	Retail In	Kotamobagu	South
S017495	Retail Adipisci	Palu	North
S017496	Retail Provident	Prabumulih	Central
S017497	Retail Saepe	Tasikmalaya	West
S017498	Retail Sint	Singkawang	East
S017499	Retail Dolorem	Palembang	South
S017500	Retail Dolore	Jambi	West
S017501	Retail Explicabo	Parepare	South
S017502	Retail Alias	Tomohon	South
S017503	Retail Cum	Surakarta	West
S017504	Retail Similique	Parepare	North
S017505	Retail Alias	Bogor	West
S017506	Retail Necessitatibus	Lhokseumawe	Central
S017507	Retail Voluptatum	Surabaya	East
S017508	Retail Quam	Prabumulih	East
S017509	Retail Nobis	Kendari	North
S017510	Retail Sequi	Langsa	West
S017511	Retail Quis	Samarinda	North
S017512	Retail Eius	Ambon	North
S017513	Retail Veniam	Banjar	North
S017514	Retail Voluptates	Binjai	West
S017515	Retail Nam	Kediri	North
S017516	Retail Voluptatum	Bekasi	East
S017517	Retail Iste	Padangpanjang	Central
S017518	Retail Nostrum	Banjarmasin	West
S017519	Retail Saepe	Ambon	East
S017520	Retail Sapiente	Pematangsiantar	Central
S017521	Retail Impedit	Tangerang Selatan	East
S017522	Retail Veniam	Depok	South
S017523	Retail Officia	Lhokseumawe	North
S017524	Retail Libero	Samarinda	South
S017525	Retail Et	Cilegon	East
S017526	Retail Optio	Bengkulu	South
S017527	Retail Ipsum	Prabumulih	East
S017528	Retail In	Sawahlunto	West
S017529	Retail Quidem	Makassar	East
S017530	Retail Laboriosam	Banjarbaru	East
S017531	Retail Laudantium	Tanjungbalai	West
S017532	Retail Maxime	Banjarbaru	South
S017533	Retail Dicta	Banda Aceh	Central
S017534	Retail Eaque	Pangkalpinang	East
S017535	Retail Quasi	Ambon	South
S017536	Retail Inventore	Jambi	North
S017537	Retail Culpa	Mojokerto	West
S017538	Retail Earum	Sawahlunto	North
S017539	Retail Alias	Tidore Kepulauan	North
S017540	Retail Cum	Kendari	East
S017541	Retail Commodi	Denpasar	North
S017542	Retail Beatae	Banjarmasin	West
S017543	Retail Fugit	Parepare	East
S017544	Retail Commodi	Gorontalo	East
S017545	Retail Soluta	Banjarmasin	East
S017546	Retail Odit	Metro	West
S017547	Retail Praesentium	Kediri	East
S017548	Retail Sequi	Malang	South
S017549	Retail Aperiam	Sawahlunto	West
S017550	Retail Optio	Depok	West
S017551	Retail Et	Langsa	South
S017552	Retail Inventore	Madiun	North
S017553	Retail Neque	Kendari	North
S017554	Retail Porro	Lhokseumawe	West
S017555	Retail Eos	Pariaman	South
S017556	Retail Esse	Bontang	West
S017557	Retail Magni	Batam	South
S017558	Retail Perferendis	Pekanbaru	South
S017559	Retail Maxime	Pariaman	West
S017560	Retail Harum	Padangpanjang	North
S017561	Retail Laudantium	Madiun	North
S017562	Retail Non	Bengkulu	North
S017563	Retail Ipsam	Mataram	West
S017564	Retail Assumenda	Sawahlunto	North
S017565	Retail Possimus	Bau-Bau	Central
S017566	Retail Quisquam	Ambon	South
S017567	Retail Quis	Probolinggo	South
S017568	Retail Assumenda	Yogyakarta	North
S017569	Retail Fuga	Surabaya	Central
S017570	Retail Consequuntur	Magelang	North
S017571	Retail Quam	Pekanbaru	South
S017572	Retail Cum	Bekasi	South
S017573	Retail Nihil	Tasikmalaya	North
S017574	Retail Consequatur	Samarinda	Central
S017575	Retail Inventore	Balikpapan	South
S017576	Retail Facilis	Kotamobagu	North
S017577	Retail Voluptatum	Batu	Central
S017578	Retail Iusto	Bekasi	East
S017579	Retail Qui	Dumai	West
S017580	Retail Dignissimos	Kota Administrasi Jakarta Timur	East
S017581	Retail Et	Bengkulu	Central
S017582	Retail Doloremque	Samarinda	Central
S017583	Retail Quas	Solok	West
S017584	Retail Tempora	Payakumbuh	East
S017585	Retail Odit	Semarang	Central
S017586	Retail Tenetur	Tual	West
S017587	Retail Dolores	Tomohon	South
S017588	Retail Harum	Payakumbuh	Central
S017589	Retail Ipsum	Tebingtinggi	South
S017590	Retail Autem	Denpasar	East
S017591	Retail Earum	Kediri	South
S017592	Retail Enim	Kotamobagu	West
S017593	Retail Qui	Banjarbaru	Central
S017594	Retail Expedita	Banjarmasin	South
S017595	Retail Dicta	Gorontalo	East
S017596	Retail Sit	Pekanbaru	West
S017597	Retail Earum	Surakarta	East
S017598	Retail Nesciunt	Depok	West
S017599	Retail Animi	Parepare	North
S017600	Retail Facere	Kotamobagu	South
S017601	Retail Officia	Pariaman	Central
S017602	Retail Recusandae	Ambon	North
S017603	Retail Voluptatem	Batu	South
S017604	Retail Error	Kupang	South
S017605	Retail Reprehenderit	Kotamobagu	East
S017606	Retail Dicta	Tomohon	Central
S017607	Retail Magni	Palembang	Central
S017608	Retail Pariatur	Ternate	Central
S017609	Retail Laboriosam	Tomohon	North
S017610	Retail Eum	Pariaman	West
S017611	Retail Id	Prabumulih	West
S017612	Retail Accusamus	Banjarmasin	South
S017613	Retail Est	Binjai	West
S017614	Retail Doloremque	Kota Administrasi Jakarta Barat	Central
S017615	Retail Sapiente	Kota Administrasi Jakarta Pusat	South
S017616	Retail Nulla	Banda Aceh	Central
S017617	Retail Praesentium	Dumai	Central
S017618	Retail Illum	Kotamobagu	South
S017619	Retail Architecto	Probolinggo	South
S017620	Retail Explicabo	Salatiga	West
S017621	Retail Nulla	Batu	South
S017622	Retail Minus	Metro	West
S017623	Retail Fugiat	Pematangsiantar	North
S017624	Retail Commodi	Kota Administrasi Jakarta Barat	South
S017625	Retail Illum	Palu	North
S017626	Retail Nihil	Tangerang Selatan	South
S017627	Retail Consequuntur	Tegal	East
S017628	Retail Nobis	Serang	North
S017629	Retail Magni	Kota Administrasi Jakarta Pusat	East
S017630	Retail Qui	Balikpapan	Central
S017631	Retail Praesentium	Medan	West
S017632	Retail Provident	Sawahlunto	East
S017633	Retail Libero	Magelang	South
S017634	Retail Nihil	Yogyakarta	West
S017635	Retail Consectetur	Singkawang	West
S017636	Retail Expedita	Parepare	South
S017637	Retail Expedita	Pasuruan	East
S017638	Retail Nulla	Gorontalo	Central
S017639	Retail Dolore	Bukittinggi	West
S017640	Retail Nihil	Bandung	West
S017641	Retail Corporis	Tegal	West
S017642	Retail Consequuntur	Bandung	East
S017643	Retail Et	Lhokseumawe	West
S017644	Retail Quasi	Langsa	South
S017645	Retail Odit	Kota Administrasi Jakarta Selatan	South
S017646	Retail Porro	Pariaman	North
S017647	Retail Error	Palembang	West
S017648	Retail In	Padangpanjang	West
S017649	Retail Vero	Bontang	North
S017650	Retail Maiores	Bukittinggi	North
S017651	Retail Atque	Tanjungpinang	South
S017652	Retail Numquam	Sukabumi	North
S017653	Retail Atque	Batam	South
S017654	Retail Dicta	Pematangsiantar	Central
S017655	Retail Ducimus	Kendari	South
S017656	Retail Illo	Singkawang	South
S017657	Retail Rem	Sibolga	West
S017658	Retail Perferendis	Tangerang Selatan	North
S017659	Retail Distinctio	Blitar	West
S017660	Retail Amet	Banjar	South
S017661	Retail Tempore	Solok	South
S017662	Retail Quidem	Surakarta	West
S017663	Retail Reprehenderit	Denpasar	East
S017664	Retail Distinctio	Bandar Lampung	South
S017665	Retail Incidunt	Jayapura	East
S017666	Retail Sunt	Bontang	East
S017667	Retail Deserunt	Kota Administrasi Jakarta Timur	North
S017668	Retail Sed	Denpasar	South
S017669	Retail Ab	Malang	West
S017670	Retail Reprehenderit	Purwokerto	North
S017671	Retail Praesentium	Bandar Lampung	East
S017672	Retail Reiciendis	Tangerang Selatan	Central
S017673	Retail Reprehenderit	Sorong	South
S017674	Retail Quisquam	Cirebon	North
S017675	Retail Corporis	Banjarmasin	West
S017676	Retail Quasi	Probolinggo	East
S017677	Retail Illo	Surabaya	North
S017678	Retail Ex	Jayapura	West
S017679	Retail Fugiat	Madiun	South
S017680	Retail Laudantium	Kendari	West
S017681	Retail Mollitia	Pasuruan	Central
